Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Weigth,Selectivity,Conversion,Yield
211.0,873.15,6.75,262.5,0.05500000000000001,0.08750000000000001,0.11740000000000234,1.3333716589663107,0.2165542382548003,8.000098550009005
212.0,873.15,6.75,262.5,0.05500000000000001,0.125,0.11660000000000231,1.33337132921929,0.2164687517554101,8.000097702115704
213.0,873.15,6.75,262.5,0.05500000000000001,0.16250000000000003,0.11640000000000231,1.333371245727273,0.21647525463372724,8.000097487428997
214.0,873.15,6.75,262.5,0.05500000000000001,0.2,0.1163000000000023,1.333371205210157,0.21644930065196485,8.000097383245413
215.0,873.15,6.75,262.5,0.0775,0.05,0.09140000000000159,1.333363434174924,0.1536838725018392,8.000077401165424
216.0,873.15,6.75,262.5,0.0775,0.08750000000000001,0.0882000000000015,1.3333620922656133,0.15361612216100637,8.000073950628643
217.0,873.15,6.75,262.5,0.0775,0.125,0.08780000000000149,1.3333619229194746,0.1536681486649509,8.000073515177816
218.0,873.15,6.75,262.5,0.0775,0.16250000000000003,0.08770000000000149,1.3333618798600575,0.1536984237420283,8.000073404456515
219.0,873.15,6.75,262.5,0.0775,0.2,0.08760000000000148,1.3333618409699004,0.153635314296003,8.00007330445548
220.0,873.15,6.75,262.5,0.1,0.05,0.07660000000000117,1.3333586511948254,0.11905138061719871,8.000065102366017
221.0,873.15,6.75,262.5,0.1,0.08750000000000001,0.0743000000000011,1.3333576757839076,0.11911875806321245,8.000062594219836
222.0,873.15,6.75,262.5,0.1,0.125,0.07400000000000109,1.3333575477620125,0.11915935577828467,8.000062265027578
223.0,873.15,6.75,262.5,0.1,0.16250000000000003,0.07390000000000109,1.3333575060826315,0.11915338022629521,8.00006215785423
224.0,873.15,6.75,262.5,0.1,0.2,0.07380000000000109,1.3333574676443216,0.11908110884092737,8.00006205901502
230.0,873.15,6.75,300.0,0.0325,0.05,0.20599999999999363,1.3333934258611642,0.32056765089127937,8.000154519663505
231.0,873.15,6.75,300.0,0.0325,0.08750000000000001,0.1880999999999956,1.3333868481398148,0.3205235878555723,8.000137606346408
232.0,873.15,6.75,300.0,0.0325,0.125,0.18589999999999585,1.3333860498839571,0.32059504504313924,8.000135553781899
233.0,873.15,6.75,300.0,0.0325,0.16250000000000003,0.18519999999999592,1.3333858005195274,0.3205153599950394,8.000134912587967
234.0,873.15,6.75,300.0,0.0325,0.2,0.18499999999999595,1.3333857266313438,0.320561971777997,8.00013472259838
235.0,873.15,6.75,300.0,0.05500000000000001,0.05,0.11700000000000232,1.3333665640589014,0.18948278531329085,8.000085449220192
236.0,873.15,6.75,300.0,0.05500000000000001,0.08750000000000001,0.11070000000000214,1.3333642869674402,0.18939474138922482,8.000079594003205
237.0,873.15,6.75,300.0,0.05500000000000001,0.125,0.10990000000000212,1.3333639981902339,0.1894487422691411,8.000078851452873
238.0,873.15,6.75,300.0,0.05500000000000001,0.16250000000000003,0.10970000000000212,1.333363924874221,0.18949342831243496,8.000078662930944
239.0,873.15,6.75,300.0,0.05500000000000001,0.2,0.10960000000000211,1.3333638895399207,0.18948291934583963,8.00007857207376
240.0,873.15,6.75,300.0,0.0775,0.05,0.08750000000000148,1.3333581140757234,0.1344768200807466,8.000063721232292
241.0,873.15,6.75,300.0,0.0775,0.08750000000000001,0.08370000000000137,1.3333567402088418,0.13440759797085716,8.00006018850468
242.0,873.15,6.75,300.0,0.0775,0.125,0.08320000000000136,1.333356559652254,0.13442870025694348,8.00005972422562
243.0,873.15,6.75,300.0,0.0775,0.16250000000000003,0.08310000000000135,1.333356521475127,0.13448224788595967,8.000059626057833
244.0,873.15,6.75,300.0,0.0775,0.2,0.08300000000000135,1.3333564878077366,0.13443081084262523,8.000059539486132
245.0,873.15,6.75,300.0,0.1,0.05,0.07350000000000108,1.3333542310473112,0.10421264645472744,8.000053736497545
246.0,873.15,6.75,300.0,0.1,0.08750000000000001,0.070700000000001,1.3333532096527907,0.10423510676548986,8.000051110100365
247.0,873.15,6.75,300.0,0.1,0.125,0.07030000000000099,1.333353065271212,0.10422955899150518,8.00005073883984
248.0,873.15,6.75,300.0,0.1,0.16250000000000003,0.07020000000000098,1.3333530285857529,0.1042416413550266,8.00005064450736
249.0,873.15,6.75,300.0,0.1,0.2,0.07010000000000098,1.3333529954165406,0.104179170298431,8.000050559216463
255.0,873.15,9.5,150.0,0.0325,0.05,0.08900000000000152,1.333395702704205,0.6411400951258391,8.0001603740955
256.0,873.15,9.5,150.0,0.0325,0.08750000000000001,0.08860000000000151,1.3333953579747007,0.6412572916312345,8.000159487695454
257.0,873.15,9.5,150.0,0.0325,0.125,0.08850000000000151,1.3333952737931756,0.6411628758987954,8.000159271240143
258.0,873.15,9.5,150.0,0.0325,0.16250000000000003,0.08850000000000151,1.3333952729702208,0.6412154481051916,8.000159269124104
259.0,873.15,9.5,150.0,0.0325,0.2,0.08850000000000151,1.3333952726509744,0.6412358513163691,8.000159268303248
260.0,873.15,9.5,150.0,0.05500000000000001,0.05,0.04310000000000021,1.3333618841038923,0.37909001170627166,8.000073415368835
261.0,873.15,9.5,150.0,0.05500000000000001,0.08750000000000001,0.043000000000000205,1.3333618003682324,0.3791398276441824,8.000073200053833
262.0,873.15,9.5,150.0,0.05500000000000001,0.125,0.043000000000000205,1.3333617992821674,0.37921439902476434,8.000073197261147
