,Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Weigth,Selectivity,Conversion,Yield
1216,1590.0,973.15,9.5,262.5,0.0775,0.05,0.009,1.3333360894907498,0.1546876089076787,8.000007087253568
352,469.0,873.15,12.25,262.5,0.0775,0.2,0.0079,1.3333359741938755,0.1546442767308072,8.000006790776576
351,468.0,873.15,12.25,262.5,0.0775,0.1625,0.0079,1.333335974200779,0.1546426737028176,8.000006790794302
350,467.0,873.15,12.25,262.5,0.0775,0.125,0.0079,1.3333359742185864,0.1546385390984477,8.000006790840102
349,466.0,873.15,12.25,262.5,0.0775,0.0875,0.0079,1.333335974281131,0.154624018140046,8.000006791000931
348,465.0,873.15,12.25,262.5,0.0775,0.05,0.0079,1.3333359746960138,0.1545277762326449,8.000006792067788
734,969.0,923.15,9.5,262.5,0.0775,0.2,0.0134999999999999,1.3333378282416388,0.1544077573381191,8.000011558313375
733,968.0,923.15,9.5,262.5,0.0775,0.1625,0.0134999999999999,1.333337828276495,0.1544029299756774,8.000011558403038
732,967.0,923.15,9.5,262.5,0.0775,0.125,0.0134999999999999,1.3333378283664077,0.1543904791029579,8.000011558634187
731,966.0,923.15,9.5,262.5,0.0775,0.0875,0.0134999999999999,1.3333378286823112,0.1543467521494035,8.00001155944651
1911,2469.0,1023.15,15.0,262.5,0.0775,0.2,0.001,1.3333335959437826,0.1542717239652383,8.000000675283946
1910,2468.0,1023.15,15.0,262.5,0.0775,0.1625,0.001,1.333333595943855,0.1542715696225194,8.000000675284141
1909,2467.0,1023.15,15.0,262.5,0.0775,0.125,0.001,1.3333335959440429,0.1542711715326584,8.000000675284609
1908,2466.0,1023.15,15.0,262.5,0.0775,0.0875,0.001,1.333333595944699,0.1542697734003444,8.000000675286302
1907,2465.0,1023.15,15.0,262.5,0.0775,0.05,0.001,1.3333335959490522,0.1542605061650977,8.000000675297478
2306,2969.0,1073.15,12.25,262.5,0.0775,0.2,0.0017,1.333333715493478,0.1542229657475007,8.000000982697347
2305,2968.0,1073.15,12.25,262.5,0.0775,0.1625,0.0017,1.3333337154937526,0.1542225479216177,8.000000982698047
2304,2967.0,1073.15,12.25,262.5,0.0775,0.125,0.0017,1.3333337154944649,0.154221470239755,8.0000009826999
2303,2966.0,1073.15,12.25,262.5,0.0775,0.0875,0.0017,1.3333337154969624,0.1542176853163932,8.000000982706318
2302,2965.0,1073.15,12.25,262.5,0.0775,0.05,0.0017,1.3333337155135252,0.1541925980826063,8.000000982748888
1320,1719.0,973.15,12.25,262.5,0.0775,0.2,0.0031999999999999,1.3333343136845666,0.1541816739679105,8.000002520902132
1319,1718.0,973.15,12.25,262.5,0.0775,0.1625,0.0031999999999999,1.3333343136857445,0.1541809551689059,8.00000252090518
1318,1717.0,973.15,12.25,262.5,0.0775,0.125,0.0031999999999999,1.3333343136887843,0.1541791012020575,8.000002520912952
1317,1716.0,973.15,12.25,262.5,0.0775,0.0875,0.0031999999999999,1.3333343136994598,0.1541725899119095,8.000002520940404
1316,1715.0,973.15,12.25,262.5,0.0775,0.05,0.0031999999999999,1.3333343137702427,0.1541294324610253,8.000002521122385
249,341.0,873.15,9.5,262.5,0.0775,0.0875,0.0219999999999999,1.3333406258620406,0.1540856627662928,8.000018752158086
730,965.0,923.15,9.5,262.5,0.0775,0.05,0.0134999999999999,1.3333378307808967,0.15405698872056,8.00001156484288
2102,2715.0,1073.15,6.75,262.5,0.0775,0.05,0.0189999999999999,1.3333376230165197,0.1539852110786825,8.000011030593578
2106,2719.0,1073.15,6.75,262.5,0.0775,0.2,0.0187999999999999,1.333337564592644,0.1539839323567233,8.000010880361366
2105,2718.0,1073.15,6.75,262.5,0.0775,0.1625,0.0187999999999999,1.3333375646984509,0.1539684558226912,8.000010880633457
1607,2090.0,1023.15,6.75,262.5,0.0775,0.05,0.0254999999999999,1.333340104952314,0.153940065492241,8.000017412684056
2104,2717.0,1073.15,6.75,262.5,0.0775,0.125,0.0187999999999999,1.3333375649714556,0.1539285394429137,8.000010881335488
1120,1469.0,973.15,6.75,262.5,0.0775,0.2,0.0354999999999999,1.3333440675533703,0.1538943773447918,8.00002760215311
1608,2091.0,1023.15,6.75,262.5,0.0775,0.0875,0.0251999999999999,1.3333400028070062,0.1538756042306586,8.00001715002609
1119,1468.0,973.15,6.75,262.5,0.0775,0.1625,0.0354999999999999,1.3333440680045796,0.1538678357224787,8.000027603313324
1117,1466.0,973.15,6.75,262.5,0.0775,0.0875,0.0355999999999999,1.3333441071318863,0.1538600261597016,8.000027703925552
1118,1467.0,973.15,6.75,262.5,0.0775,0.125,0.0354999999999999,1.3333440691691048,0.1537993828716803,8.000027606307862
2103,2716.0,1073.15,6.75,262.5,0.0775,0.0875,0.0187999999999999,1.3333375659314406,0.1537883683503851,8.000010883803952
633,843.0,923.15,6.75,262.5,0.0775,0.1625,0.0536000000000005,1.3333509117733855,0.1537820464859582,8.000045201362347
631,841.0,923.15,6.75,262.5,0.0775,0.0875,0.0538000000000005,1.3333509973750497,0.1537365250293792,8.00004542147773
630,840.0,923.15,6.75,262.5,0.0775,0.05,0.0550000000000005,1.3333515057180816,0.1537343352224575,8.000046728625485
1220,1594.0,973.15,9.5,262.5,0.0775,0.2,0.0089,1.3333360540432626,0.1537306096582611,8.000006996103071
1219,1593.0,973.15,9.5,262.5,0.0775,0.1625,0.0089,1.3333360540580792,0.1537272690319959,8.000006996141169
1116,1465.0,973.15,6.75,262.5,0.0775,0.05,0.0361,1.3333443049978508,0.1537270442593788,8.00002821271897
834,1094.0,923.15,12.25,262.5,0.0775,0.2,0.0048,1.3333349384546314,0.1537231055555038,8.000004127451923
833,1093.0,923.15,12.25,262.5,0.0775,0.1625,0.0048,1.3333349384573536,0.1537220820429443,8.000004127458942
832,1092.0,923.15,12.25,262.5,0.0775,0.125,0.0048,1.3333349384643751,0.1537194421457158,8.000004127476977
1218,1592.0,973.15,9.5,262.5,0.0775,0.125,0.0089,1.3333360540963,0.1537186527553374,8.000006996239456
831,1091.0,923.15,12.25,262.5,0.0775,0.0875,0.0048,1.333334938489039,0.1537101706307979,8.000004127540398
151,218.0,873.15,6.75,262.5,0.0775,0.1625,0.0877000000000014,1.3333618798600575,0.1536984237420283,8.000073404456515
1611,2094.0,1023.15,6.75,262.5,0.0775,0.2,0.0250999999999999,1.3333399705040816,0.1536980862504101,8.000017066961925
252,344.0,873.15,9.5,262.5,0.0775,0.2,0.0218999999999999,1.333340587747769,0.1536911639156229,8.000018654150562
1217,1591.0,973.15,9.5,262.5,0.0775,0.0875,0.0089,1.333336054230568,0.1536883923547201,8.000006996584677
632,842.0,923.15,6.75,262.5,0.0775,0.125,0.0536000000000005,1.333350914480544,0.1536839590950784,8.000045208323638
148,215.0,873.15,6.75,262.5,0.0775,0.05,0.0914000000000015,1.333363434174924,0.1536838725018392,8.000077401165424
251,343.0,873.15,9.5,262.5,0.0775,0.1625,0.0218999999999999,1.3333405878338749,0.1536837765015773,8.000018654371935
1610,2093.0,1023.15,6.75,262.5,0.0775,0.1625,0.0250999999999999,1.3333399707136682,0.1536783926335994,8.000017067500869
150,217.0,873.15,6.75,262.5,0.0775,0.125,0.0878000000000014,1.3333619229194746,0.1536681486649509,8.000073515177816
250,342.0,873.15,9.5,262.5,0.0775,0.125,0.0218999999999999,1.3333405880560056,0.1536647228137199,8.000018654943084
2007,2593.0,1073.15,4.0,262.5,0.0775,0.1625,0.156599999999999,1.3333679185590794,0.1536621573960918,8.00008893211931
830,1090.0,923.15,12.25,262.5,0.0775,0.05,0.0048,1.3333349386525923,0.1536487191609521,8.000004127960956
2006,2592.0,1073.15,4.0,262.5,0.0775,0.125,0.1579999999999989,1.3333683176398556,0.1536486031882292,8.000089958296458
248,340.0,873.15,9.5,262.5,0.0775,0.05,0.0219999999999999,1.333340631094677,0.1536392865173266,8.000018765613342
1025,1344.0,973.15,4.0,262.5,0.0775,0.2,0.2985999999999834,1.3334209763653522,0.1536359022924207,8.000225359331795
152,219.0,873.15,6.75,262.5,0.0775,0.2,0.0876000000000014,1.3333618409699004,0.153635314296003,8.00007330445548
1024,1343.0,973.15,4.0,262.5,0.0775,0.1625,0.3003999999999832,1.3334216526135083,0.1536301208595449,8.000227098124368
1512,1966.0,1023.15,4.0,262.5,0.0775,0.0875,0.2229999999999917,1.3333918782698464,0.1536289791891767,8.0001505403454
1609,2092.0,1023.15,6.75,262.5,0.0775,0.125,0.0250999999999999,1.3333399712545064,0.1536276003526566,8.000017068891628
1515,1969.0,1023.15,4.0,262.5,0.0775,0.2,0.2099999999999932,1.3333875331831937,0.15362676639625,8.000139367805486
2004,2590.0,1073.15,4.0,262.5,0.0775,0.05,0.2315999999999908,1.3333907891936,0.1536223447259251,8.00014774000263
2008,2594.0,1073.15,4.0,262.5,0.0775,0.2,0.1559999999999991,1.3333677504576709,0.1536204641244143,8.000088499871357
634,844.0,923.15,6.75,262.5,0.0775,0.2,0.0535000000000005,1.3333508741045608,0.1536199689773066,8.00004510450121
538,718.0,923.15,4.0,262.5,0.0775,0.1625,0.4591999999999657,1.3334790666149228,0.1536189229902038,8.000374719320403
1513,1967.0,1023.15,4.0,262.5,0.0775,0.125,0.2133999999999928,1.3333886620336937,0.153617592035518,8.00014227042748
149,216.0,873.15,6.75,262.5,0.0775,0.0875,0.0882000000000015,1.3333620922656133,0.1536161221610063,8.000073950628643
1022,1341.0,973.15,4.0,262.5,0.0775,0.0875,0.3246999999999805,1.3334309006277196,0.153614843804522,8.000250876838237
2005,2591.0,1073.15,4.0,262.5,0.0775,0.0875,0.1632999999999983,1.333369838508879,0.1536133302688034,8.000093868982765
1023,1342.0,973.15,4.0,262.5,0.0775,0.125,0.3051999999999827,1.3334234632531838,0.1536088775052109,8.000231753699124
58,94.0,873.15,4.0,262.5,0.0775,0.2,0.7535999999999333,1.3335690397690647,0.1536085972441844,8.000606041043033
56,92.0,873.15,4.0,262.5,0.0775,0.125,0.7945999999999288,1.3335854206763018,0.1536084633777519,8.000648154571056
1514,1968.0,1023.15,4.0,262.5,0.0775,0.1625,0.2108999999999931,1.3333878327505226,0.1536083662142381,8.000140138085506
539,719.0,923.15,4.0,262.5,0.0775,0.2,0.4550999999999662,1.3334774154790998,0.1536083560020818,8.000370474069863
537,717.0,923.15,4.0,262.5,0.0775,0.125,0.4701999999999645,1.333483528105106,0.1536080610093066,8.000386190268497
536,716.0,923.15,4.0,262.5,0.0775,0.0875,0.5177999999999593,1.3335031990685082,0.1536053328826469,8.000436765808645
57,93.0,873.15,4.0,262.5,0.0775,0.1625,0.7642999999999321,1.3335732903114168,0.1536046300561688,8.000616968781186
1511,1965.0,1023.15,4.0,262.5,0.0775,0.05,0.4610999999999655,1.333483069073467,0.1536044776285173,8.000385010053169
55,91.0,873.15,4.0,262.5,0.0775,0.0875,0.9486999999999118,1.3336492446505344,0.1535992806724589,8.000812233418285
1896,2449.0,1023.15,15.0,225.0,0.1,0.2,0.001,1.333333651493643,0.1487481257090268,8.000000818126406
1895,2448.0,1023.15,15.0,225.0,0.1,0.1625,0.001,1.3333336514937053,0.1487480147095022,8.000000818126564
1894,2447.0,1023.15,15.0,225.0,0.1,0.125,0.001,1.3333336514938656,0.1487477284390416,8.000000818126976
1893,2446.0,1023.15,15.0,225.0,0.1,0.0875,0.001,1.333333651494428,0.1487467231201764,8.000000818128418
1892,2445.0,1023.15,15.0,225.0,0.1,0.05,0.001,1.3333336514981582,0.1487400601765522,8.00000081813801
2426,3119.0,1073.15,15.0,300.0,0.0775,0.2,0.0008,1.3333334867212885,0.1471999082373961,8.000000394426152
2425,3118.0,1073.15,15.0,300.0,0.0775,0.1625,0.0008,1.333333486721337,0.147199745953407,8.000000394426264
2424,3117.0,1073.15,15.0,300.0,0.0775,0.125,0.0008,1.3333334867214617,0.1471993273284851,8.000000394426584
2423,3116.0,1073.15,15.0,300.0,0.0775,0.0875,0.0008,1.3333334867218984,0.1471978568889587,8.000000394427701
2422,3115.0,1073.15,15.0,300.0,0.0775,0.05,0.0008,1.3333334867247963,0.1471881091288077,8.000000394435178
919,1199.0,923.15,15.0,225.0,0.1,0.2,0.002,1.3333341393329443,0.1432186628176271,8.000002072569705
918,1198.0,923.15,15.0,225.0,0.1,0.1625,0.002,1.3333341393332248,0.1432184647030377,8.000002072570437
917,1197.0,923.15,15.0,225.0,0.1,0.125,0.002,1.3333341393339482,0.1432179537618515,8.000002072572295
916,1196.0,923.15,15.0,225.0,0.1,0.0875,0.002,1.333334139336488,0.1432161594528951,8.00000207257883
915,1195.0,923.15,15.0,225.0,0.1,0.05,0.002,1.3333341393533242,0.1432042673900929,8.000002072622129
2291,2949.0,1073.15,12.25,225.0,0.1,0.2,0.0016,1.333333763894379,0.142577503451833,8.000001107156786
2290,2948.0,1073.15,12.25,225.0,0.1,0.1625,0.0016,1.333333763894591,0.1425772288081893,8.000001107157315
2289,2947.0,1073.15,12.25,225.0,0.1,0.125,0.0016,1.3333337638951392,0.1425765204948037,8.000001107158733
2288,2946.0,1073.15,12.25,225.0,0.1,0.0875,0.0016,1.333333763897063,0.1425740330548246,8.00000110716368
2287,2945.0,1073.15,12.25,225.0,0.1,0.05,0.0016,1.3333337639098166,0.1425575472040023,8.000001107196468
2391,3074.0,1073.15,15.0,225.0,0.1,0.2,0.0007,1.3333335176814705,0.142482166094592,8.000000474038027
2390,3073.0,1073.15,15.0,225.0,0.1,0.1625,0.0007,1.333333517681498,0.142482087947513,8.000000474038085
2389,3072.0,1073.15,15.0,225.0,0.1,0.125,0.0007,1.3333335176815702,0.1424818864041664,8.000000474038279
2388,3071.0,1073.15,15.0,225.0,0.1,0.0875,0.0007,1.333333517681822,0.1424811786278422,8.000000474038934
2387,3070.0,1073.15,15.0,225.0,0.1,0.05,0.0007,1.3333335176834942,0.14247648769941,8.00000047404322
437,574.0,873.15,15.0,225.0,0.1,0.2,0.0031999999999999,1.333334627959552,0.1415993121970399,8.000003329036987
436,573.0,873.15,15.0,225.0,0.1,0.1625,0.0031999999999999,1.3333346279602294,0.1415990131917243,8.000003329038755
435,572.0,873.15,15.0,225.0,0.1,0.125,0.0031999999999999,1.333334627961977,0.1415982420527318,8.000003329043238
434,571.0,873.15,15.0,225.0,0.1,0.0875,0.0031999999999999,1.3333346279681146,0.1415955339934331,8.000003329059053
433,570.0,873.15,15.0,225.0,0.1,0.05,0.0031999999999999,1.3333346280087948,0.1415775860072492,8.000003329163647
1405,1824.0,973.15,15.0,225.0,0.1,0.2,0.0013,1.3333338073954075,0.1410822088100213,8.000001219016527
1404,1823.0,973.15,15.0,225.0,0.1,0.1625,0.0013,1.333333807395524,0.1410820754641236,8.000001219016813
1403,1822.0,973.15,15.0,225.0,0.1,0.125,0.0013,1.333333807395824,0.1410817315621536,8.000001219017582
1402,1821.0,973.15,15.0,225.0,0.1,0.0875,0.0013,1.3333338073968777,0.1410805238552797,8.000001219020282
1401,1820.0,973.15,15.0,225.0,0.1,0.05,0.0013,1.33333380740386,0.1410725195646917,8.000001219038241
2191,2824.0,1073.15,9.5,225.0,0.1,0.2,0.0043999999999999,1.3333345222316502,0.1410017065675758,8.000003057165548
2190,2823.0,1073.15,9.5,225.0,0.1,0.1625,0.0043999999999999,1.3333345222342652,0.1410004446432844,8.000003057172243
2189,2822.0,1073.15,9.5,225.0,0.1,0.125,0.0043999999999999,1.333334522241007,0.1409971901122331,8.00000305718958
2188,2821.0,1073.15,9.5,225.0,0.1,0.0875,0.0043999999999999,1.33333452226469,0.1409857610063868,8.000003057250506
1796,2324.0,1023.15,12.25,225.0,0.1,0.2,0.0021,1.3333340018247717,0.1409650521807773,8.000001718977515
1795,2323.0,1023.15,12.25,225.0,0.1,0.1625,0.0021,1.3333340018251822,0.1409647096257149,8.000001718978535
1794,2322.0,1023.15,12.25,225.0,0.1,0.125,0.0021,1.3333340018262392,0.1409638261674828,8.000001718981279
1793,2321.0,1023.15,12.25,225.0,0.1,0.0875,0.0021,1.3333340018299524,0.1409607236604144,8.000001718990823
1792,2320.0,1023.15,12.25,225.0,0.1,0.05,0.0021,1.3333340018545634,0.140940161445665,8.000001719054097
2187,2820.0,1073.15,9.5,225.0,0.1,0.05,0.0043999999999999,1.3333345224217543,0.1409100167095352,8.000003057654412
819,1074.0,923.15,12.25,225.0,0.1,0.2,0.0043999999999999,1.333335102648712,0.1402145024236568,8.000004549664666
818,1073.0,923.15,12.25,225.0,0.1,0.1625,0.0043999999999999,1.333335102650718,0.1402138525208359,8.000004549669816
817,1072.0,923.15,12.25,225.0,0.1,0.125,0.0043999999999999,1.3333351026558902,0.1402121764084081,8.000004549683139
816,1071.0,923.15,12.25,225.0,0.1,0.0875,0.0043999999999999,1.3333351026740587,0.1402062902981702,8.000004549729834
1931,2494.0,1023.15,15.0,300.0,0.0775,0.2,0.001,1.3333335594132485,0.1401765184304018,8.000000581348303
1930,2493.0,1023.15,15.0,300.0,0.0775,0.1625,0.001,1.333333559413334,0.1401763303512347,8.000000581348514
1929,2492.0,1023.15,15.0,300.0,0.0775,0.125,0.001,1.3333335594135545,0.1401758451857811,8.000000581349097
2326,2994.0,1073.15,12.25,300.0,0.0775,0.2,0.0017,1.33333366239897,0.1401755631788513,8.00000084616866
2325,2993.0,1073.15,12.25,300.0,0.0775,0.1625,0.0017,1.3333336623992955,0.140175053924185,8.000000846169497
1928,2491.0,1023.15,15.0,300.0,0.0775,0.0875,0.001,1.3333335594143296,0.1401741410208506,8.000000581351065
2324,2992.0,1073.15,12.25,300.0,0.0775,0.125,0.0017,1.3333336624001368,0.1401737402608607,8.00000084617168
2323,2991.0,1073.15,12.25,300.0,0.0775,0.0875,0.0017,1.3333336624030898,0.1401691259754983,8.000000846179244
815,1070.0,923.15,12.25,225.0,0.1,0.05,0.0043999999999999,1.3333351027945113,0.1401672800377816,8.000004550039572
1927,2490.0,1023.15,15.0,300.0,0.0775,0.05,0.001,1.3333335594194693,0.1401628438949695,8.000000581364304
2322,2990.0,1073.15,12.25,300.0,0.0775,0.05,0.0017,1.3333336624226688,0.1401385379835061,8.000000846229613
1696,2199.0,1023.15,9.5,225.0,0.1,0.2,0.0058,1.3333351811081695,0.1398396310289794,8.00000475141724
1695,2198.0,1023.15,9.5,225.0,0.1,0.1625,0.0058,1.3333351811132514,0.1398380510378007,8.000004751430284
1694,2197.0,1023.15,9.5,225.0,0.1,0.125,0.0058,1.3333351811263596,0.1398339762097042,8.000004751464026
1693,2196.0,1023.15,9.5,225.0,0.1,0.0875,0.0058,1.3333351811724004,0.1398196664673749,8.00000475158241
1692,2195.0,1023.15,9.5,225.0,0.1,0.05,0.0058,1.3333351814778105,0.1397248328905452,8.00000475236774
1440,1869.0,973.15,15.0,300.0,0.0775,0.2,0.0014,1.3333336997009022,0.1394760620917134,8.000000942087887
1439,1868.0,973.15,15.0,300.0,0.0775,0.1625,0.0014,1.3333336997010845,0.1394758104640562,8.000000942088356
1438,1867.0,973.15,15.0,300.0,0.0775,0.125,0.0014,1.3333336997015537,0.1394751613706014,8.00000094208956
1437,1866.0,973.15,15.0,300.0,0.0775,0.0875,0.0014,1.3333336997032017,0.1394728814039404,8.000000942093799
337,449.0,873.15,12.25,225.0,0.1,0.2,0.0071,1.3333361917987796,0.1394721295720731,8.000007350330726
336,448.0,873.15,12.25,225.0,0.1,0.1625,0.0071,1.3333361918037017,0.1394711390569968,8.000007350343374
335,447.0,873.15,12.25,225.0,0.1,0.125,0.0071,1.3333361918163942,0.1394685845032307,8.000007350375983
334,446.0,873.15,12.25,225.0,0.1,0.0875,0.0071,1.333336191860971,0.1394596135462439,8.000007350490634
1436,1865.0,973.15,15.0,300.0,0.0775,0.05,0.0014,1.3333336997141283,0.1394577672849868,8.000000942121893
719,949.0,923.15,9.5,225.0,0.1,0.2,0.0121999999999999,1.3333382084344527,0.139409323233331,8.000012535948077
718,948.0,923.15,9.5,225.0,0.1,0.1625,0.0121999999999999,1.333338208459456,0.1394063216725037,8.0000125360124
333,445.0,873.15,12.25,225.0,0.1,0.05,0.0071,1.33333619215658,0.1394001594496755,8.000007351250781
717,947.0,923.15,9.5,225.0,0.1,0.125,0.0121999999999999,1.3333382085239447,0.1393985806224394,8.000012536178227
2088,2696.0,1073.15,6.75,225.0,0.1,0.0875,0.0171999999999999,1.3333379500880087,0.1393807510052212,8.000011871631358
716,946.0,923.15,9.5,225.0,0.1,0.0875,0.0121999999999999,1.3333382087504777,0.1393713963902121,8.00001253676078
2087,2695.0,1073.15,6.75,225.0,0.1,0.05,0.0172999999999999,1.333337985191679,0.1393340625181341,8.000011961897599
1305,1699.0,973.15,12.25,225.0,0.1,0.2,0.0028999999999999,1.3333343962582531,0.1392887302358745,8.000002733234236
1304,1698.0,973.15,12.25,225.0,0.1,0.1625,0.0028999999999999,1.333334396259104,0.139288282222605,8.000002733236457
1303,1697.0,973.15,12.25,225.0,0.1,0.125,0.0028999999999999,1.3333343962612996,0.1392871267859768,8.00000273324208
1302,1696.0,973.15,12.25,225.0,0.1,0.0875,0.0028999999999999,1.3333343962690078,0.1392830691574553,8.000002733261923
233,320.0,873.15,9.5,225.0,0.1,0.05,0.0198999999999999,1.3333412852596571,0.1392751479237127,8.00002044774088
1301,1695.0,973.15,12.25,225.0,0.1,0.05,0.0028999999999999,1.3333343963201076,0.1392561769277779,8.000002733393325
1205,1574.0,973.15,9.5,225.0,0.1,0.2,0.0081,1.3333362976730478,0.1392144510829316,8.000007622578176
1204,1573.0,973.15,9.5,225.0,0.1,0.1625,0.0081,1.3333362976837984,0.1392123552229683,8.000007622605837
1203,1572.0,973.15,9.5,225.0,0.1,0.125,0.0081,1.333336297711529,0.1392069499683741,8.000007622677114
715,945.0,923.15,9.5,225.0,0.1,0.05,0.0121999999999999,1.3333382102543512,0.1391912535373,8.000012540627841
1202,1571.0,973.15,9.5,225.0,0.1,0.0875,0.0081,1.3333362978089265,0.1391879682006946,8.000007622927537
1596,2074.0,1023.15,6.75,225.0,0.1,0.2,0.0228999999999999,1.333340564129408,0.1391481724454867,8.000018593418037
237,324.0,873.15,9.5,225.0,0.1,0.2,0.0197999999999999,1.3333412357106502,0.1391415066654924,8.000020320330028
236,323.0,873.15,9.5,225.0,0.1,0.1625,0.0197999999999999,1.333341235772528,0.1391369010725968,8.000020320489158
1595,2073.0,1023.15,6.75,225.0,0.1,0.1625,0.0228999999999999,1.3333405642816591,0.1391357880581577,8.00001859380954
235,322.0,873.15,9.5,225.0,0.1,0.125,0.0197999999999999,1.333341235932135,0.139125023265089,8.000020320899552
1594,2072.0,1023.15,6.75,225.0,0.1,0.125,0.0228999999999999,1.3333405646744616,0.1391038493551898,8.000018594819545
234,321.0,873.15,9.5,225.0,0.1,0.0875,0.0197999999999999,1.33334123649288,0.1390833125553301,8.000020322341465
617,822.0,923.15,6.75,225.0,0.1,0.125,0.0486000000000003,1.3333524602162612,0.1390639690975888,8.000049183010123
1201,1570.0,973.15,9.5,225.0,0.1,0.05,0.0081,1.3333362984551982,0.139062175474159,8.0000076245894
1102,1446.0,973.15,6.75,225.0,0.1,0.0875,0.0322999999999999,1.3333450248892291,0.1390605729083862,8.000030063850254
1592,2070.0,1023.15,6.75,225.0,0.1,0.05,0.0230999999999999,1.3333406468519031,0.1390532142616813,8.00001880613167
616,821.0,923.15,6.75,225.0,0.1,0.0875,0.0487000000000003,1.3333525114309075,0.1390398679942245,8.000049314702755
954,1244.0,923.15,15.0,300.0,0.0775,0.2,0.0021,1.3333339363863177,0.1390136861916736,8.000001550707278
953,1243.0,923.15,15.0,300.0,0.0775,0.1625,0.0021,1.3333339363867376,0.1390133266023313,8.000001550708355
952,1242.0,923.15,15.0,300.0,0.0775,0.125,0.0021,1.3333339363878216,0.1390123990141414,8.000001550711115
951,1241.0,923.15,15.0,300.0,0.0775,0.0875,0.0021,1.3333339363916294,0.1390091408293183,8.000001550720912
136,198.0,873.15,6.75,225.0,0.1,0.1625,0.0792000000000012,1.3333643657390857,0.1389957014455845,8.000079796553502
1593,2071.0,1023.15,6.75,225.0,0.1,0.0875,0.0228999999999999,1.3333405660554831,0.138991699079279,8.000018598370714
950,1240.0,923.15,15.0,300.0,0.0775,0.05,0.0021,1.333333936416875,0.1389875421739992,8.000001550785827
1105,1449.0,973.15,6.75,225.0,0.1,0.2,0.0321999999999998,1.333344979939855,0.1389808941048752,8.000029948267317
1104,1448.0,973.15,6.75,225.0,0.1,0.1625,0.0321999999999998,1.3333449802644697,0.1389643271302833,8.00002994910208
2091,2699.0,1073.15,6.75,225.0,0.1,0.2,0.0170999999999999,1.3333379187601222,0.13895723951998,8.000011791074312
619,824.0,923.15,6.75,225.0,0.1,0.2,0.0485000000000003,1.3333524132002972,0.1389568222518497,8.000049062113874
2090,2698.0,1073.15,6.75,225.0,0.1,0.1625,0.0170999999999999,1.3333379188365768,0.1389475594769196,8.00001179127088
133,195.0,873.15,6.75,225.0,0.1,0.05,0.0815000000000013,1.3333655249750382,0.1389442186906181,8.000082777365316
1992,2572.0,1073.15,4.0,225.0,0.1,0.125,0.1436000000000005,1.3333711556727712,0.138942850903262,8.000097255867805
618,823.0,923.15,6.75,225.0,0.1,0.1625,0.0485000000000003,1.3333524139519242,0.1389331310302967,8.000049064046603
1502,1949.0,1023.15,4.0,225.0,0.1,0.2,0.1911999999999952,1.3333921764096357,0.1389309042719929,8.000151306951834
1994,2574.0,1073.15,4.0,225.0,0.1,0.2,0.1423000000000006,1.3333707178672076,0.1389297895303523,8.000096130118381
1991,2571.0,1073.15,4.0,225.0,0.1,0.0875,0.1470000000000001,1.3333723099261603,0.1389294202625682,8.000100223850207
1501,1948.0,1023.15,4.0,225.0,0.1,0.1625,0.1917999999999952,1.3333924130929748,0.1389251033384768,8.000151915535396
2089,2697.0,1073.15,6.75,225.0,0.1,0.125,0.0170999999999999,1.3333379190338088,0.1389225949668252,8.000011791778043
1103,1447.0,973.15,6.75,225.0,0.1,0.125,0.0321999999999998,1.3333449811020546,0.1389216022179703,8.000029951255764
1500,1947.0,1023.15,4.0,225.0,0.1,0.125,0.193399999999995,1.3333930443666344,0.1389207477665253,8.000153538728117
134,196.0,873.15,6.75,225.0,0.1,0.0875,0.0795000000000012,1.3333645199040516,0.138919348631004,8.000080192967168
137,199.0,873.15,6.75,225.0,0.1,0.2,0.0791000000000012,1.3333643198338176,0.138914727700816,8.0000796785145
1101,1445.0,973.15,6.75,225.0,0.1,0.05,0.0325999999999999,1.3333451676655292,0.1389129235493303,8.000030430985543
615,820.0,923.15,6.75,225.0,0.1,0.05,0.0494000000000003,1.333352869708173,0.138912316365821,8.000050235971866
1013,1324.0,973.15,4.0,225.0,0.1,0.2,0.2710999999999864,1.3334283860987195,0.1389117870675418,8.000244411440198
1011,1322.0,973.15,4.0,225.0,0.1,0.125,0.275399999999986,1.333430310245811,0.1389116977610143,8.000249358839747
1010,1321.0,973.15,4.0,225.0,0.1,0.0875,0.2873999999999846,1.3334357308695646,0.1389078389221495,8.00026329639569
1499,1946.0,1023.15,4.0,225.0,0.1,0.0875,0.1993999999999943,1.333395426810941,0.1389046498766769,8.000159664693562
1990,2570.0,1073.15,4.0,225.0,0.1,0.05,0.1803999999999964,1.3333840941461337,0.1389040345174789,8.000130524964785
1498,1945.0,1023.15,4.0,225.0,0.1,0.05,0.2702999999999865,1.333425201308301,0.1389034172702338,8.000236222635069
135,197.0,873.15,6.75,225.0,0.1,0.125,0.0792000000000012,1.3333643705706184,0.1389012383993957,8.000079808977192
525,697.0,923.15,4.0,225.0,0.1,0.125,0.4213999999999699,1.3334940616518645,0.138900520730711,8.00041327292285
527,699.0,923.15,4.0,225.0,0.1,0.2,0.4117999999999709,1.3334894330641571,0.1388994101937437,8.000401372455954
